account,date,total_pnl,total_size,avg_size,num_trades,avg_leverage,sentiment,wins,win_rate,long_ratio,leverage_segment,frequency_segment,consistency_segment
trader_0000,2024-01-17,65.0451075804765,24029.04704188417,4004.8411736473613,6,15.08855340546418,Greed,3,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-18,-113.10653933299824,21831.736002112393,4366.347200422479,5,15.286968422086735,Fear,3,0.6,0.4,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-19,71.99371653879234,18976.759366489823,6325.586455496607,3,18.09192616947291,Greed,1,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-20,34.2484617925364,38829.982874911104,6471.663812485184,6,14.165293255988985,Greed,3,0.5,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-21,-192.02761573052308,38891.51172472075,4861.438965590094,8,14.599282607267407,Greed,4,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-22,49.74630904802101,25721.872763444502,5144.374552688901,5,14.429373898780607,Fear,3,0.6,0.8,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-23,216.0347979232265,10652.167721514135,5326.083860757068,2,13.625451750049214,Fear,2,1.0,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-24,91.44762088613211,4738.540226008985,4738.540226008985,1,14.05517161841982,Fear,1,1.0,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-25,-202.5871963941389,39493.37828159039,6582.229713598398,6,14.308900796134187,Greed,2,0.3333333333333333,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-26,238.6906429743192,36286.80388618789,6047.800647697982,6,15.607763888926984,Greed,5,0.8333333333333334,0.16666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-27,-110.99751453365225,33976.341644895314,3088.7583313541195,11,15.127941480149138,Greed,4,0.36363636363636365,0.45454545454545453,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-28,-51.01096624289008,29762.138697709524,4960.356449618254,6,15.64775749442805,Greed,3,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-29,5.072664601374406,16999.253260302095,5666.4177534340315,3,15.366574554135328,Greed,1,0.3333333333333333,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-30,26.55171943191432,31112.998524862374,5185.499754143729,6,14.250025176012029,Greed,4,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-01-31,-112.72508786783814,23387.997305688936,5846.999326422234,4,16.48593179098826,Greed,2,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-01,215.08582458445062,6628.307081894713,1657.0767704736782,4,16.018630993932238,Greed,3,0.75,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-02,-409.92148264568243,18625.832501033896,4656.458125258474,4,14.293663224535912,Fear,0,0.0,0.75,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-03,-544.5865783984027,21557.149995877335,4311.429999175467,5,15.652498783122624,Fear,0,0.0,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-04,141.7112700472064,10423.615492999097,2084.7230985998194,5,16.330962845921995,Fear,2,0.4,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-05,-102.33817364971989,20518.32948153038,3419.7215802550636,6,14.738807990174863,Fear,3,0.5,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-06,121.94065636042251,14737.526687070897,3684.381671767724,4,14.796218506120557,Greed,3,0.75,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-07,-39.81626482990882,11392.064135067838,5696.032067533919,2,14.470373703786134,Greed,1,0.5,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-08,-199.58938815219852,33660.03741422755,8415.009353556887,4,15.126689549945734,Greed,0,0.0,0.75,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-09,58.03188132322621,15799.646331473505,2633.2743885789173,6,14.181631939750824,Greed,3,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-10,169.1997987058894,43845.77805720077,6263.682579600109,7,16.040439975862984,Greed,4,0.5714285714285714,0.7142857142857143,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-11,300.5129996783852,31388.896383142994,5231.482730523832,6,16.01320199405758,Greed,4,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-12,-116.8189969833365,17822.71941956976,5940.90647318992,3,14.972640996536526,Greed,1,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-13,-100.15953426420724,25232.348880124886,4205.391480020814,6,13.172991407944254,Greed,3,0.5,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-14,46.15872681768907,35169.2071426037,5024.1724489433855,7,14.63830809602339,Greed,3,0.42857142857142855,0.8571428571428571,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-15,109.1745843494173,35582.35617674301,5083.193739534715,7,14.650285014166045,Greed,4,0.5714285714285714,0.7142857142857143,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-16,-97.0010664769801,24704.763489133446,4117.460581522241,6,16.18074529033769,Greed,3,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-17,-57.933291103436474,14895.428849868105,4965.142949956035,3,14.322784526514662,Greed,0,0.0,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-18,62.605015288147285,18200.218578206244,6066.739526068748,3,14.754900852624141,Greed,2,0.6666666666666666,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-19,14.766219797567615,14185.204241888277,4728.401413962759,3,16.61979112204621,Fear,1,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-20,117.22551432899792,18106.574014328442,3621.3148028656883,5,14.574376686650462,Fear,3,0.6,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-21,-115.2519288498386,24802.27305627479,4960.454611254958,5,14.602942985171188,Fear,2,0.4,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-22,178.21356378547554,31875.183588618464,5312.530598103077,6,16.819381484699957,Fear,4,0.6666666666666666,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-23,14.558872493826925,20233.551567899296,3372.2585946498825,6,16.618698543148422,Fear,3,0.5,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-24,128.4859211272549,14061.450689989599,3515.3626724973997,4,14.286618678532806,Fear,3,0.75,0.75,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-25,26.03922518460971,20818.02862308505,4163.60572461701,5,14.58589464645147,Fear,2,0.4,0.2,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-26,304.51327989248927,20347.335013643336,3391.2225022738894,6,15.627834761727096,Fear,4,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-27,286.17094878157354,43536.40564314027,6219.4865204486105,7,14.227798581316309,Fear,5,0.7142857142857143,0.7142857142857143,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-28,-78.16244795397115,26625.39047051157,5325.078094102314,5,15.045519137562886,Fear,1,0.2,0.4,High Leverage,Infrequent,Inconsistent
trader_0000,2024-02-29,-199.69917856675244,16025.009618459448,5341.669872819816,3,15.13427237462941,Fear,1,0.3333333333333333,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-01,249.12745713566315,19533.413148176176,4883.353287044044,4,14.851177072237512,Fear,4,1.0,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-02,247.1333706924246,26331.35077730516,4388.558462884193,6,15.602803386225462,Fear,5,0.8333333333333334,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-03,248.48711873935542,13504.32426819164,3376.08106704791,4,15.637911529698108,Fear,4,1.0,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-04,-336.0062223837024,37413.56438249557,6235.594063749261,6,15.331307899789003,Fear,2,0.3333333333333333,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-05,155.08286646375936,22621.32169189607,7540.440563965357,3,14.739049675195412,Fear,3,1.0,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-06,106.68054023865618,21741.379641040043,5435.344910260011,4,14.808982127268795,Fear,1,0.25,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-07,5.625370169471793,20776.058350181007,3462.6763916968343,6,15.05906027850619,Fear,2,0.3333333333333333,0.16666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-08,214.9820277992775,14407.864077537211,4802.62135917907,3,16.241526184754843,Fear,2,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-09,-27.323052089999344,34618.87530382508,6923.775060765016,5,14.81849187770716,Greed,3,0.6,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-10,104.6119239507139,21235.23182581473,7078.4106086049105,3,13.694843502614944,Greed,2,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-11,-146.29997598870654,29132.697813890554,5826.539562778111,5,16.42528901382175,Greed,3,0.6,0.4,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-12,-41.558540042609025,17273.496018395195,5757.832006131732,3,15.759221024651723,Greed,1,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-13,228.79584576552134,10243.235525689717,3414.4118418965722,3,14.972772257415379,Fear,2,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-14,-54.902082318289516,35517.20082423396,5919.53347070566,6,16.73508834982261,Fear,3,0.5,0.8333333333333334,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-15,-205.90792093505507,21131.288554061884,5282.822138515471,4,15.93337116365695,Fear,0,0.0,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-16,115.03887137254878,15887.454127183668,3177.4908254367338,5,13.617152684683314,Fear,3,0.6,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-17,69.07319244973509,4488.734444220036,4488.734444220036,1,16.062033793869993,Fear,1,1.0,0.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-18,-22.16607154719688,26960.332128980852,4493.388688163475,6,14.078139316663504,Fear,2,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-19,216.38362722646482,40332.84777425513,5761.835396322162,7,15.216252716481534,Fear,5,0.7142857142857143,0.2857142857142857,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-20,-7.798451205552105,7660.061265389524,3830.030632694762,2,12.35219140620606,Fear,1,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-21,-58.21874884727637,17240.56679211077,5746.855597370257,3,13.728307624493638,Fear,1,0.3333333333333333,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-22,196.69656331198337,19359.558892991867,4839.889723247967,4,16.02590662201149,Fear,3,0.75,0.75,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-23,56.4189639481433,31587.233260759745,6317.446652151949,5,16.05044861317103,Greed,3,0.6,0.4,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-24,-62.685624137634534,23227.874453857727,3871.3124089762878,6,15.557009118264155,Greed,2,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-25,383.99104941748766,60404.92295851962,7550.615369814953,8,14.435402801804674,Greed,6,0.75,0.625,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-26,8.320381444353757,12796.246825730108,6398.123412865054,2,13.601806140540427,Greed,1,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-27,-24.770695602608242,9310.442407824054,3103.4808026080177,3,12.94046767677363,Greed,2,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-28,-30.712365441609734,28771.634732256523,5754.326946451305,5,14.51050016909154,Greed,2,0.4,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-29,-200.9721710730212,20473.91065949233,5118.477664873082,4,15.798673652900696,Greed,2,0.5,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-30,206.7544187177853,23775.39948979454,3962.5665816324235,6,14.941696118476763,Greed,4,0.6666666666666666,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-03-31,110.18688067452356,37191.24053242601,5313.034361775144,7,16.55728570272352,Greed,4,0.5714285714285714,0.42857142857142855,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-01,-222.71655705212493,34070.651147359065,8517.662786839766,4,14.426666121370229,Greed,0,0.0,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-02,78.69370014218401,31907.48534583098,5317.914224305164,6,14.23644589492381,Greed,4,0.6666666666666666,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-03,104.97997288766257,4648.439392357632,2324.219696178816,2,15.242663657011827,Greed,2,1.0,0.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-04,-96.71839962036233,11901.665417465061,3967.221805821687,3,15.875562248925581,Greed,2,0.6666666666666666,0.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-05,44.9996660123976,26952.183836560005,5390.436767312001,5,14.966179821989261,Fear,3,0.6,0.4,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-06,-340.43520354774034,18652.82766232128,3108.80461038688,6,12.350652890057908,Fear,1,0.16666666666666666,0.8333333333333334,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-07,-301.37163284724573,28286.187197621974,4714.364532936996,6,13.510332026802969,Fear,1,0.16666666666666666,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-08,-72.19848746358855,30556.982169236573,4365.283167033796,7,14.537640865101011,Fear,3,0.42857142857142855,0.8571428571428571,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-09,-138.4227815560402,23393.2890692272,4678.657813845441,5,14.217922179510925,Fear,1,0.2,0.8,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-10,97.40260921499355,15125.63730657455,3781.4093266436375,4,14.599194839931823,Fear,3,0.75,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-11,295.74132211016985,24461.139356538275,4892.227871307655,5,13.714868863914067,Fear,5,1.0,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-12,-29.59923891271958,37958.230532959096,6326.371755493183,6,13.262177214559765,Fear,2,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-13,143.94757410930436,37676.12930802375,4186.236589780417,9,15.787975451135773,Fear,5,0.5555555555555556,0.7777777777777778,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-14,-75.10923682069688,30029.466422863334,5004.911070477222,6,15.40642225842168,Fear,2,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-15,50.87301201490684,21509.57215929326,3584.9286932155433,6,15.523873964741766,Fear,3,0.5,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-16,121.23365966626126,27003.555521749662,6750.8888804374155,4,14.429453947335555,Fear,2,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-17,-82.62396044433677,15675.289473104674,3918.8223682761686,4,14.203194781934272,Fear,2,0.5,0.75,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-18,209.52907301646954,35200.50736152343,5866.751226920572,6,15.454491724554508,Fear,5,0.8333333333333334,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-19,-136.3440438779938,16451.6879375389,4112.921984384725,4,15.807465417356257,Fear,2,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-20,-329.07522920154474,37395.05466157185,6232.5091102619745,6,15.321594820575342,Fear,1,0.16666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-21,54.692620971556366,33700.39527732049,4814.3421824743555,7,14.48303923538022,Fear,4,0.5714285714285714,0.42857142857142855,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-22,4.925059203581775,29209.2199195621,4868.203319927016,6,15.235645274748032,Fear,3,0.5,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-23,296.4968770715258,31933.63987052116,5322.273311753527,6,15.139913841752211,Fear,5,0.8333333333333334,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-24,-30.383026023521296,28330.495286192105,5666.099057238421,5,14.719141335275868,Fear,1,0.2,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-25,120.7697593138698,23409.068905782828,3901.511484297138,6,14.40762590355145,Fear,4,0.6666666666666666,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-26,218.82008138653697,36951.84880522599,4618.981100653249,8,14.77187726376754,Fear,6,0.75,0.625,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-27,266.39084380479756,37040.42740146387,6173.404566910645,6,17.08142225055123,Fear,5,0.8333333333333334,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-28,85.9073260244084,33498.055942957115,5583.009323826186,6,14.271828113708755,Fear,4,0.6666666666666666,0.8333333333333334,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-29,-128.32786814257994,44133.06831597174,4903.674257330193,9,14.594534611830799,Fear,5,0.5555555555555556,0.5555555555555556,High Leverage,Infrequent,Inconsistent
trader_0000,2024-04-30,-111.11745358436175,28590.5822632833,7147.645565820825,4,15.302995456545037,Fear,2,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-01,178.48028949986053,13163.442350679174,4387.814116893058,3,14.861822362512163,Fear,3,1.0,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-02,-132.0432062575377,9808.39807145062,3269.466023816873,3,15.315684455769881,Fear,1,0.3333333333333333,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-03,-77.94212819361115,33374.87229673915,5562.478716123192,6,13.094225219859794,Fear,2,0.3333333333333333,0.16666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-04,-34.65411721222755,33120.98743897463,5520.1645731624385,6,16.01043151039837,Fear,3,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-05,-104.94678735997665,10900.394583238969,3633.464861079656,3,13.019106069362403,Greed,1,0.3333333333333333,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-06,-385.64628202845506,23995.40749285987,3999.234582143312,6,13.728796675263851,Greed,1,0.16666666666666666,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-07,333.24097075150814,35704.15275527585,5950.692125879308,6,13.713503022304934,Greed,5,0.8333333333333334,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-08,-160.78514789807193,30257.98819851251,7564.497049628128,4,15.340755638761745,Greed,1,0.25,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-09,147.38645873847125,18512.00884940166,3085.33480823361,6,15.838576484787302,Greed,5,0.8333333333333334,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-10,-19.974055580292436,27682.879424098363,5536.575884819673,5,13.998894364716794,Greed,3,0.6,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-11,81.25798545908611,25464.070794427735,6366.017698606934,4,13.85127786025508,Greed,2,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-12,-87.20214258552247,11992.204285397986,3997.401428465995,3,16.218017028113852,Greed,1,0.3333333333333333,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-13,-123.0918993147985,26306.474443166935,4384.412407194489,6,14.280456222274482,Greed,2,0.3333333333333333,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-14,-45.39190849565122,9331.824254596864,2332.956063649216,4,14.012781032573685,Greed,3,0.75,0.75,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-15,6.63734065154047,17753.505956460132,5917.835318820044,3,15.38131167220161,Greed,2,0.6666666666666666,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-16,-74.08134715505828,28902.694050707854,5780.538810141571,5,14.075872157540621,Greed,2,0.4,0.8,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-17,413.1926044861749,29216.13981451593,4869.356635752655,6,15.075235828535481,Greed,4,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-18,-66.96825905806048,27597.333223514015,6899.333305878504,4,15.335599180426916,Fear,1,0.25,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-19,6.545763473454457,20583.263075394436,4116.652615078887,5,15.526538249527102,Fear,3,0.6,0.2,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-20,-62.762628580718214,16605.887334511113,4151.471833627778,4,17.670298352857692,Fear,2,0.5,0.75,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-21,-78.50096723931131,1804.7550462939676,1804.7550462939676,1,13.70802007409864,Fear,0,0.0,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-22,-127.25650535382525,11426.582375919346,5713.291187959673,2,14.268001326292541,Fear,0,0.0,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-23,-21.708069856367487,21130.44824276283,3521.7413737938055,6,14.85384755279514,Fear,2,0.3333333333333333,0.8333333333333334,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-24,110.28579036315851,22112.305964945535,5528.076491236384,4,16.552185986960204,Fear,3,0.75,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-25,-19.34098236041362,12438.663082142057,6219.331541071028,2,15.31951324212101,Fear,1,0.5,0.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-26,-353.78141211784543,26851.127871798402,6712.781967949601,4,15.306945689694697,Fear,0,0.0,1.0,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-27,26.53279054805666,21217.697835346888,7072.565945115629,3,15.490235110583894,Fear,1,0.3333333333333333,0.3333333333333333,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-28,52.88416968774014,33613.12144851113,6722.624289702226,5,15.86127249238694,Greed,3,0.6,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-29,3.5057515861121473,28333.49901221965,4722.249835369942,6,15.22973841178627,Greed,4,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-30,91.04981773069782,38745.27375017853,5535.039107168362,7,14.192630543014163,Greed,4,0.5714285714285714,0.7142857142857143,High Leverage,Infrequent,Inconsistent
trader_0000,2024-05-31,212.43906078148834,15081.171708545553,5027.057236181851,3,15.6978008174014,Greed,2,0.6666666666666666,0.6666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-01,-107.16720890444991,20598.69908978204,5149.67477244551,4,13.99744797218366,Greed,0,0.0,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-02,-29.005715483171713,26809.260452206607,5361.852090441322,5,15.247702785442764,Greed,3,0.6,0.6,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-03,-307.9918980931019,19467.666033602807,3244.6110056004677,6,13.590331563744641,Greed,2,0.3333333333333333,0.16666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-04,-161.9889557086011,19402.99734943221,2771.8567642046014,7,13.677684810517219,Greed,4,0.5714285714285714,0.8571428571428571,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-05,52.06153711894348,44048.85476022225,6292.693537174608,7,14.86374086551338,Fear,3,0.42857142857142855,0.2857142857142857,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-06,98.43509259295988,10526.393703702824,5263.196851851412,2,15.259091422490965,Fear,1,0.5,0.5,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-07,206.63678866678254,11310.058847607834,2827.5147119019584,4,15.113225746652365,Fear,3,0.75,0.25,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-08,235.90905050712468,36443.27740804047,6073.879568006745,6,15.372352283593392,Fear,4,0.6666666666666666,0.16666666666666666,High Leverage,Infrequent,Inconsistent
trader_0000,2024-06-09,111.5411793892595,37084.35612362808,4635.54451545351,8,14.364410841892777,Fear,3,0.375,0.5,High Leverage,Infrequent,Inconsistent
